"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2072","@Web Verify if the user redirect to Shop Dashboard","","2026-03-04","passed","2026-03-04","Test Website","test_case_001.spec.ts","",""
